country,state_province,city,brewery_count
Australia,ACT,Fyshwick,4
Australia,ACT,Braddon,2
Australia,ACT,Gungahlin,1
Australia,NSW,Marrickville,12
Australia,NSW,Brookvale,6
Australia,NSW,Alexandria,4
Australia,NSW,Botany,4
Australia,NSW,South Murwillumbah,4
Australia,NSW,Armidale,3
Australia,NSW,Newtown,3
Australia,NSW,Port Macquarie,3
Australia,NSW,Saint Peters,3
Australia,NSW,Yenda,3
Australia,NSW,Bathurst,2
Australia,NSW,Clarence,2
Australia,NSW,Emu Plains,2
Australia,NSW,Erina,2
Australia,NSW,Forster,2
Australia,NSW,Gosford,2
Australia,NSW,Goulburn,2
Australia,NSW,Huskisson,2
Australia,NSW,Islington,2
Australia,NSW,Monteagle,2
Australia,NSW,Morisset,2
Australia,NSW,Mudgee,2
Australia,NSW,North Bondi,2
Australia,NSW,Pokolbin,2
Australia,NSW,Rozelle,2
Australia,NSW,Surry Hills,2
Australia,NSW,The Rocks,2
Australia,NSW,Tumut,2
Australia,NSW,Uralla,2
Australia,NSW,Woolgoolga,2
Australia,NSW,Aberglasslyn,1
Australia,NSW,Artarmon,1
Australia,NSW,Ballina,1
Australia,NSW,Bangalow,1
Australia,NSW,Bankstown,1
Australia,NSW,Beresfield,1
Australia,NSW,Bilpin,1
Australia,NSW,Bobs Farm,1
Australia,NSW,Bowan Park,1
Australia,NSW,Broadmeadow,1
Australia,NSW,Broulee,1
Australia,NSW,Bulli,1
Australia,NSW,Byron Bay,1
Australia,NSW,Camperdown,1
Australia,NSW,Caringbah,1
Australia,NSW,Coffs Harbour,1
Australia,NSW,Cudgen,1
Australia,NSW,Dalmeny,1
Australia,NSW,Deepwater,1
Australia,NSW,Dubbo,1
Australia,NSW,Enmore,1
Australia,NSW,Fairy Meadow,1
Australia,NSW,Five Dock,1
Australia,NSW,Gerringong,1
Australia,NSW,Gladesville,1
Australia,NSW,Glebe,1
Australia,NSW,Grafton,1
Australia,NSW,Hornsby,1
Australia,NSW,Kincumber,1
Australia,NSW,Kirrawee,1
Australia,NSW,Lambton,1
Australia,NSW,Lidcombe,1
Australia,NSW,Lilyfield,1
Australia,NSW,Lord Howe Island,1
Australia,NSW,Mittagong,1
Australia,NSW,Mona Vale,1
Australia,NSW,Mullumbimby,1
Australia,NSW,Murwillumbah,1
Australia,NSW,Narellan,1
Australia,NSW,Narooma,1
Australia,NSW,Newcastle,1
Australia,NSW,North Parramatta,1
Australia,NSW,North Richmond,1
Australia,NSW,Orange,1
Australia,NSW,Penrith,1
Australia,NSW,Rosebery,1
Australia,NSW,South Albury,1
Australia,NSW,South Kempsey,1
Australia,NSW,South Lismore,1
Australia,NSW,South Nowra,1
Australia,NSW,Stony Creek,1
Australia,NSW,Tarrawanna,1
Australia,NSW,Townsend,1
Australia,NSW,Tumbarumba,1
Australia,NSW,Unanderra,1
Australia,NSW,Warriewood,1
Australia,NSW,Wollongong,1
Australia,NSW,Woodburn,1
Australia,NSW,Yamba,1
Australia,NT,Coconut Grove,1
Australia,NT,Marrakai,1
Australia,NT,Ross,1
Australia,QLD,Burleigh Heads,5
Australia,QLD,Salisbury,4
Australia,QLD,Yeerongpilly,3
Australia,QLD,Albion,2
Australia,QLD,Cairns City,2
Australia,QLD,Currumbin Waters,2
Australia,QLD,Domestic Airport,2
Australia,QLD,Fortitude Valley,2
Australia,QLD,Milton,2
Australia,QLD,Morningside,2
Australia,QLD,Noosaville,2
Australia,QLD,Tamborine Mountain,2
Australia,QLD,Toowoomba City,2
Australia,QLD,Warana,2
Australia,QLD,Woolloongabba,2
Australia,QLD,Arundel,1
Australia,QLD,Ashmore,1
Australia,QLD,Atherton,1
Australia,QLD,Banyo,1
Australia,QLD,Brendale,1
Australia,QLD,Brisbane City,1
Australia,QLD,Bulimba,1
Australia,QLD,Burpengary,1
Australia,QLD,Capalaba,1
Australia,QLD,Cooran,1
Australia,QLD,Coorparoo,1
Australia,QLD,Dunwich,1
Australia,QLD,Eagleby,1
Australia,QLD,East Brisbane,1
Australia,QLD,Edmonton,1
Australia,QLD,Forest Glen,1
Australia,QLD,Garbutt,1
Australia,QLD,Gladstone Central,1
Australia,QLD,Hidden Valley,1
Australia,QLD,Highfields,1
Australia,QLD,Ipswich,1
Australia,QLD,Kuluin,1
Australia,QLD,Kunda Park,1
Australia,QLD,Maleny,1
Australia,QLD,Marcoola,1
Australia,QLD,Miami,1
Australia,QLD,Moffat Beach,1
Australia,QLD,Mooloolaba,1
Australia,QLD,Newstead,1
Australia,QLD,North Arm,1
Australia,QLD,Northgate,1
Australia,QLD,Petrie Terrace,1
Australia,QLD,Picnic Bay,1
Australia,QLD,Rural View,1
Australia,QLD,Scarborough,1
Australia,QLD,Smithfield,1
Australia,QLD,South Townsville,1
Australia,QLD,Stafford,1
Australia,QLD,Stapylton,1
Australia,QLD,Teneriffe,1
Australia,QLD,Townsville City,1
Australia,QLD,Warwick,1
Australia,QLD,West End,1
Australia,QLD,Wynnum,1
Australia,QLD,Yeppoon,1
Australia,SA,Adelaide,3
Australia,SA,McLaren Flat,3
Australia,SA,Port Adelaide,3
Australia,SA,Willunga,3
Australia,SA,McLaren Vale,2
Australia,SA,Port Lincoln,2
Australia,SA,Royal Park,2
Australia,SA,Stepney,2
Australia,SA,Aldinga,1
Australia,SA,Bowden,1
Australia,SA,Brooklyn Park,1
Australia,SA,Findon,1
Australia,SA,Gawler River,1
Australia,SA,Glynde,1
Australia,SA,Langhorne Creek,1
Australia,SA,Laura,1
Australia,SA,Lobethal,1
Australia,SA,Lonsdale,1
Australia,SA,Lyndoch,1
Australia,SA,Minlaton,1
Australia,SA,Mount Gambier,1
Australia,SA,Murtho,1
Australia,SA,Myponga,1
Australia,SA,Parachilna,1
Australia,SA,Polish Hill River,1
Australia,SA,Regency Park,1
Australia,SA,Robe,1
Australia,SA,Saint Agnes,1
Australia,SA,Tanunda,1
Australia,SA,Thebarton,1
Australia,SA,Totness,1
Australia,SA,Uraidla,1
Australia,SA,Urrbrae,1
Australia,SA,Wangolina,1
Australia,SA,Yahl,1
Australia,TAS,Hobart,3
Australia,TAS,Bicheno,2
Australia,TAS,Launceston,2
Australia,TAS,North Hobart,2
Australia,TAS,Beaconsfield,1
Australia,TAS,Burnie,1
Australia,TAS,Cambridge,1
Australia,TAS,Deloraine,1
Australia,TAS,Derwent Park,1
Australia,TAS,Devonport,1
Australia,TAS,Evandale,1
Australia,TAS,Four Mile Creek,1
Australia,TAS,Moonah,1
Australia,TAS,New Norfolk,1
Australia,TAS,Pegarah,1
Australia,TAS,Pontville,1
Australia,TAS,Port Arthur,1
Australia,TAS,Richmond,1
Australia,TAS,Scottsdale,1
Australia,TAS,South Hobart,1
Australia,TAS,Ulverstone,1
Australia,VIC,Brunswick,8
Australia,VIC,Keilor Park,7
Australia,VIC,Abbotsford,6
Australia,VIC,South Melbourne,6
Australia,VIC,Collingwood,5
Australia,VIC,Cowes,5
Australia,VIC,Preston,5
Australia,VIC,Richmond,5
Australia,VIC,Dromana,4
Australia,VIC,Port Melbourne,4
Australia,VIC,Rowville,4
Australia,VIC,Brunswick East,3
Australia,VIC,Clifton Hill,3
Australia,VIC,Mordialloc,3
Australia,VIC,Reservoir,3
Australia,VIC,Boronia,2
Australia,VIC,Braeside,2
Australia,VIC,Castlemaine,2
Australia,VIC,Cheltenham,2
Australia,VIC,Coburg,2
Australia,VIC,Footscray,2
Australia,VIC,Forrest,2
Australia,VIC,Geelong,2
Australia,VIC,Grovedale,2
Australia,VIC,Hawthorn,2
Australia,VIC,Healesville,2
Australia,VIC,Kensington,2
Australia,VIC,Lilydale,2
Australia,VIC,Melbourne,2
Australia,VIC,Mornington,2
Australia,VIC,Aireys Inlet,1
Australia,VIC,Barongarook,1
Australia,VIC,Bayswater,1
Australia,VIC,Beechworth,1
Australia,VIC,Belmont,1
Australia,VIC,Bendigo,1
Australia,VIC,Berwick,1
Australia,VIC,Bright,1
Australia,VIC,Campbellfield,1
Australia,VIC,Carrum Downs,1
Australia,VIC,Coldstream,1
Australia,VIC,Dandenong,1
Australia,VIC,Docklands,1
Australia,VIC,Fingal,1
Australia,VIC,Fitzroy,1
Australia,VIC,Gateway Island,1
Australia,VIC,Glen Iris,1
Australia,VIC,Grahamvale,1
Australia,VIC,Halls Gap,1
Australia,VIC,Hastings,1
Australia,VIC,Hepburn Springs,1
Australia,VIC,Horsham,1
Australia,VIC,Huntingdale,1
Australia,VIC,Jamieson,1
Australia,VIC,Koroit,1
Australia,VIC,Korumburra,1
Australia,VIC,Lancefield,1
Australia,VIC,Loch,1
Australia,VIC,Malvern,1
Australia,VIC,Mansfield,1
Australia,VIC,Marlo,1
Australia,VIC,Meering West,1
Australia,VIC,Mildura,1
Australia,VIC,Mirboo North,1
Australia,VIC,Mitta Mitta,1
Australia,VIC,Mount Beauty,1
Australia,VIC,Mount Pleasant,1
Australia,VIC,North Geelong,1
Australia,VIC,Pakenham,1
Australia,VIC,Red Hill South,1
Australia,VIC,Ringwood,1
Australia,VIC,Seaford,1
Australia,VIC,Shepparton,1
Australia,VIC,Somerville,1
Australia,VIC,South Geelong,1
Australia,VIC,Spotswood,1
Australia,VIC,Strath Creek,1
Australia,VIC,Sunshine,1
Australia,VIC,Taminick,1
Australia,VIC,Tawonga South,1
Australia,VIC,Thornbury,1
Australia,VIC,Tooborac,1
Australia,VIC,Torquay,1
Australia,VIC,Traralgon East,1
Australia,VIC,Tuerong,1
Australia,VIC,Wendouree,1
Australia,VIC,Whitfield,1
Australia,VIC,Woodend,1
Australia,VIC,Yarraville,1
Australia,WA,Baskerville,2
Australia,WA,Exmouth,2
Australia,WA,Fremantle,2
Australia,WA,Henley Brook,2
Australia,WA,Palmyra,2
Australia,WA,Wilyabrup,2
Australia,WA,Yallingup,2
Australia,WA,Albany,1
Australia,WA,Bassendean,1
Australia,WA,Bibra Lake,1
Australia,WA,Burswood,1
Australia,WA,Busselton,1
Australia,WA,Canning Vale,1
Australia,WA,Cowaramup,1
Australia,WA,Eagle Bay,1
Australia,WA,Erskine,1
Australia,WA,Esperance,1
Australia,WA,Falcon,1
Australia,WA,Ferguson,1
Australia,WA,Herron,1
Australia,WA,Hillarys,1
Australia,WA,Kalbarri,1
Australia,WA,Karratha Industrial Estate,1
Australia,WA,Manjimup,1
Australia,WA,Margaret River,1
Australia,WA,Maylands,1
Australia,WA,Metricup,1
Australia,WA,Middle Swan,1
Australia,WA,Mindarie,1
Australia,WA,Moora,1
Australia,WA,Myalup,1
Australia,WA,Myaree,1
Australia,WA,Northbridge,1
Australia,WA,Oldbury,1
Australia,WA,South Fremantle,1
Australia,WA,Subiaco,1
Australia,WA,Victoria Park,1
Australia,WA,West Perth,1
Australia,WA,Wokalup,1
Austria,K�rnten,Klagenfurt am W�rthersee,1
Austria,K�rnten,Villach,1
Austria,K�rnten,Wimitz,1
Austria,Nieder�sterreich,Schwechat,1
Austria,Nieder�sterreich,Wieselburg,1
Austria,Oberösterreich,Engelhartszell,1
Austria,Oberösterreich,Zipf,1
Austria,Salzburg,Salzburg,1
Austria,Steiermark,Graz,1
Austria,Steiermark,Kalsdorf bei Graz,1
Austria,Steiermark,Leoben,1
Austria,Steiermark,Murau,1
Austria,Steiermark,Schladming,1
Austria,Steiermark,Weiz,1
Austria,Steiermark,Wundschuh,1
Canada,British Columbia,Vancouver,25
Canada,British Columbia,Victoria,8
Canada,British Columbia,Kelowna,7
Canada,British Columbia,North Vancouver,7
Canada,British Columbia,Penticton,4
Canada,British Columbia,Surrey,4
Canada,British Columbia,Abbotsford,3
Canada,British Columbia,Burnaby,3
Canada,British Columbia,Delta,3
Canada,British Columbia,Duncan,3
Canada,British Columbia,Nanaimo,3
Canada,British Columbia,Port Moody,3
Canada,British Columbia,Summerland,3
Canada,British Columbia,Kamloops,2
Canada,British Columbia,Nelson,2
Canada,British Columbia,New Westminster,2
Canada,British Columbia,Prince George,2
Canada,British Columbia,Trail,2
Canada,British Columbia,Vernon,2
Canada,British Columbia,Aldergrove,1
Canada,British Columbia,Chemainus,1
Canada,British Columbia,Chilliwack,1
Canada,British Columbia,Courtenay,1
Canada,British Columbia,Cranbrook,1
Canada,British Columbia,Cumberland,1
Canada,British Columbia,Fernie,1
Canada,British Columbia,Fort Langley,1
Canada,British Columbia,Fort St. John,1
Canada,British Columbia,Gibsons,1
Canada,British Columbia,Hornby Island,1
Canada,British Columbia,Langley,1
Canada,British Columbia,Logan Lake,1
Canada,British Columbia,Maple Ridge,1
Canada,British Columbia,Mission,1
Canada,British Columbia,Naramata,1
Canada,British Columbia,Pitt Meadows,1
Canada,British Columbia,Port Coquitlam,1
Canada,British Columbia,Powell River,1
Canada,British Columbia,Quesnel,1
Canada,British Columbia,Revelstoke,1
Canada,British Columbia,Richmond,1
Canada,British Columbia,Saanichton,1
Canada,British Columbia,Salmon Arm,1
Canada,British Columbia,Sooke,1
Canada,British Columbia,Sorrento,1
Canada,British Columbia,Squamish,1
Canada,British Columbia,Tofino,1
Canada,British Columbia,Valemount,1
Canada,British Columbia,Whistler,1
Canada,British Columbia,White Rock,1
England,East Sussex,Brighton,8
England,East Sussex,Lewes,6
England,East Sussex,Uckfield,3
England,East Sussex,Hastings,2
England,East Sussex,Hove,2
England,East Sussex,Rye,2
England,East Sussex,Battle,1
England,East Sussex,Eastbourne,1
England,East Sussex,Forest Row,1
England,East Sussex,Hailshame,1
England,East Sussex,Heathfield,1
England,East Sussex,Polegate,1
England,East Sussex,Sheffield Park,1
England,East Sussex,Tunbridge Wells,1
England,West Sussex,Horsham,7
England,West Sussex,Chichester,3
England,West Sussex,Hassocks,3
England,West Sussex,Pulborough,3
England,West Sussex,Worthing,3
England,West Sussex,Arundel,2
England,West Sussex,East Grinstead,2
England,West Sussex,Haywards Heath,2
England,West Sussex,Steyning,2
England,West Sussex,Billinghurst,1
England,West Sussex,Lancing,1
England,West Sussex,Petworth,1
England,West Sussex,Shoreham-by-Sea,1
France,Bouche du Rhône,Marseille,2
France,Bouche du Rhône,Vitrolles,1
Germany,Berlin,Berlin,10
Ireland,Carlow,Bagenalstown,1
Ireland,Clare,Lisdoonvarna,1
Ireland,Cork,Cork,5
Ireland,Cork,Baltimore,1
Ireland,Cork,Kinsale,1
Ireland,Cork,Macroom,1
Ireland,Cork,Mayfield,1
Ireland,Cork,Mitchelstown,1
Ireland,Cork,Youghal,1
Ireland,Donegal,Ballyshannon,1
Ireland,Donegal,Convoy,1
Ireland,Donegal,Letterkenny,1
Ireland,Donegal,Muff,1
Ireland,Dublin,Dublin,11
Ireland,Dublin,Ballyfermot,1
Ireland,Dublin,Inchicore,1
Ireland,Dublin,Kimmage,1
Ireland,Dublin,Rathcoole,1
Ireland,Dublin,Tallaght,1
Ireland,Galway,Oranmore,2
Ireland,Galway,Clifden,1
Ireland,Kerry,Killarney,2
Ireland,Kerry,Ballyferriter,1
Ireland,Kildare,Celbridge,1
Ireland,Kildare,Kill,1
Ireland,Kildare,Sallins,1
Ireland,Kilkenny,Kilkenny,3
Ireland,Laois,Killeshin,1
Ireland,Laois,Stradbally,1
Ireland,Limerick,Limerick,2
Ireland,Longford,Longford,1
Ireland,Louth,Carlingford,1
Ireland,Mayo,Crossmolina,1
Ireland,Mayo,Kilsallagh,1
Ireland,Meath,Trim,1
Ireland,Monaghan,Carrickmacross,1
Ireland,Offaly,Banagher,1
Ireland,Offaly,Kinnitty,1
Ireland,Roscommon,Ballinlough,1
Ireland,Sligo,Ballymote,1
Ireland,Sligo,Cleveragh,1
Ireland,Tipperary,Roscrea,1
Ireland,Tipperary,Templemore,1
Ireland,Waterford,Dungarvan,1
Ireland,Waterford,Waterford,1
Ireland,Westmeath,Athlone,1
Ireland,Wexford,Wexford,2
Ireland,Wicklow,Bray,1
Ireland,Wicklow,Kilcool,1
Ireland,Wicklow,Redcross,1
Isle of Man,Middle,Braddan,1
Isle of Man,Middle,Kewaigue,1
Italy,Bolzano,Bolzano,1
Italy,Bolzano,Chiusa,1
Italy,Bolzano,Lagundo,1
Italy,Bolzano,Salorno,1
Japan,Osaka,Osaka,7
Japan,Osaka,Ibaraki,1
Japan,Osaka,Minoh,1
Japan,Osaka,Takatsuki,1
Poland,dolnośląskie,Wrocław,7
Poland,dolnośląskie,Bielawa,1
Poland,dolnośląskie,Chrząstawa Mała,1
Poland,dolnośląskie,Duszniki-Zdrój,1
Poland,dolnośląskie,Jedlina-Zdrój,1
Poland,dolnośląskie,Jelcz-Laskowice,1
Poland,dolnośląskie,Kamienica,1
Poland,dolnośląskie,Karpacz,1
Poland,dolnośląskie,Kąty Wrocławskie,1
Poland,dolnośląskie,Legnica,1
Poland,dolnośląskie,Legnickie Pole,1
Poland,dolnośląskie,Lwówek Śląski,1
Poland,dolnośląskie,Miedzianka,1
Poland,dolnośląskie,Milicz,1
Poland,dolnośląskie,Niechlów,1
Poland,dolnośląskie,Nowe Rochowice,1
Poland,dolnośląskie,Oborniki Śląskie,1
Poland,dolnośląskie,Oława,1
Poland,dolnośląskie,Sobótka,1
Poland,dolnośląskie,Sobótka-Górka,1
Poland,dolnośląskie,Sulistrowiczki,1
Poland,dolnośląskie,Syców,1
Poland,dolnośląskie,Szklarska Poręba,1
Poland,dolnośląskie,Trzebnica,1
Poland,dolnośląskie,Wleń,1
Poland,dolnośląskie,Łomnica,1
Poland,dolnośląskie,Świdnica,1
Poland,dolnośląskie,Żarów,1
Portugal,Aveiro,Anadia,1
Portugal,Aveiro,Oliveira de Azemeis,1
Portugal,Beja,Beja,1
Portugal,Coimbra,Santa Clara,1
Portugal,Faro,Faro,1
Portugal,Leiria,Colmeias,1
Portugal,Lisboa,Lisboa,2
Portugal,Lisboa,Ericeira,1
Portugal,Lisboa,Estoril,1
Portugal,Lisboa,Sintra,1
Portugal,Portalegre,Santo António das Areias,1
Portugal,Porto,Porto,2
Scotland,Argyll,Cairndow,1
Scotland,Argyll,Isle of Colonsay,1
Scotland,Argyll,Isle of Islay,1
Scotland,Argyll,Oban,1
Scotland,Bute,Isle of Bute,1
Scotland,East Dunbartonshire,Milngavie,1
Scotland,West Dunbartonshire,Dumbarton,2
Scotland,West Dunbartonshire,Alexandria,1
Scotland,West Dunbartonshire,Clydebank,1
Singapore,Singapore,Singapore,33
South Africa,Eastern Cape,East London,2
South Africa,Eastern Cape,Gqeberha,2
South Africa,Eastern Cape,Hogsback,1
South Africa,Eastern Cape,Jeffreys Bay,1
South Africa,Eastern Cape,Makhanda,1
South Africa,Eastern Cape,Nieu-Bethesda,1
South Africa,Eastern Cape,Storms River,1
South Africa,Free State,Clarens,1
South Africa,Free State,Dewetsdorp,1
South Africa,Free State,Fouriesburg,1
South Africa,Gauteng,Pretoria,7
South Africa,Gauteng,Johannesburg,2
South Africa,Gauteng,Arlington,1
South Africa,Gauteng,Centurion,1
South Africa,Gauteng,Magaliesburg,1
South Africa,Gauteng,Meyerton,1
South Africa,Gauteng,Muldersdrift,1
South Africa,Gauteng,Randburg,1
South Africa,Gauteng,Salt River,1
South Africa,Gauteng,Sandton,1
South Africa,KwaZulu-Natal,Durban,4
South Africa,KwaZulu-Natal,Nottingham Road,2
South Africa,KwaZulu-Natal,Amanzimtoti,1
South Africa,KwaZulu-Natal,Balgowan,1
South Africa,KwaZulu-Natal,Ballito,1
South Africa,KwaZulu-Natal,Cartwrights flat,1
South Africa,KwaZulu-Natal,Eshowe,1
South Africa,KwaZulu-Natal,Lidgetton,1
South Africa,KwaZulu-Natal,Mount Edgecombe,1
South Africa,KwaZulu-Natal,Pennington,1
South Africa,KwaZulu-Natal,Umbogintwini,1
South Africa,KwaZulu-Natal,Umdloti,1
South Africa,KwaZulu-Natal,Winterton,1
South Africa,Limpopo,Haenertsburg,1
South Africa,Mpumalanga,Dullstroom,1
South Africa,Mpumalanga,Lydenburg,1
South Africa,Mpumalanga,Sabie,1
South Africa,North West,Hartbeespoort,2
South Africa,North West,Potchefstroom,1
South Africa,Western Cape,Cape Town,13
South Africa,Western Cape,Somerset West,4
South Africa,Western Cape,Franschhoek,3
South Africa,Western Cape,Paarl,3
South Africa,Western Cape,Ceres,2
South Africa,Western Cape,Durbanville,2
South Africa,Western Cape,Hermanus,2
South Africa,Western Cape,Robertson,2
South Africa,Western Cape,Stellenbosch,2
South Africa,Western Cape,Barrydale,1
South Africa,Western Cape,Bellville,1
South Africa,Western Cape,Bot River,1
South Africa,Western Cape,Bredasdorp,1
South Africa,Western Cape,Darling,1
South Africa,Western Cape,Greyton,1
South Africa,Western Cape,Groot Drakenstein,1
South Africa,Western Cape,Hopefield,1
South Africa,Western Cape,Knysna,1
South Africa,Western Cape,Laingsburg,1
South Africa,Western Cape,Nieuwoudtville,1
South Africa,Western Cape,Oudtshoorn,1
South Africa,Western Cape,Plettenberg Bay,1
South Africa,Western Cape,Sedgefield,1
South Africa,Western Cape,Simondium,1
South Africa,Western Cape,Stanford,1
South Africa,Western Cape,Vredendal,1
South Africa,Western Cape,Worcester,1
South Korea,Busan,Haeundae-gu,2
South Korea,Busan,Suyeong-gu,2
South Korea,Busan,Busanjin-gu,1
South Korea,Busan,Dongnae-gu,1
South Korea,Busan,Gangseo-gu,1
South Korea,Busan,Geumjeong-gu,1
South Korea,Busan,Gijang-eup,1
South Korea,Chungcheongbukdo,Chungju-si,1
South Korea,Chungcheongnamdo,Dangjin-si,1
South Korea,Chungcheongnamdo,Gongju-si,1
South Korea,Chungcheongnamdo,Seosan-si,1
South Korea,Daejeon,Seo-gu,1
South Korea,Deagu,Jung-gu,1
South Korea,Gangwondo,Chuncheon-si,2
South Korea,Gangwondo,Gangneung-si,2
South Korea,Gangwondo,Jeongseon-gun,1
South Korea,Gangwondo,Pyeongchang-gun,1
South Korea,Gangwondo,Sokcho-si,1
South Korea,Gwangju,Gwangsan-gu,1
South Korea,Gyeonggido,Namyangju-si,2
South Korea,Gyeonggido,Dongducheon-si,1
South Korea,Gyeonggido,Gapyeong-gun,1
South Korea,Gyeonggido,Goyang-si,1
South Korea,Gyeonggido,Guri-si,1
South Korea,Gyeonggido,Seongnam-si,1
South Korea,Gyeonggido,Suwon-si,1
South Korea,Gyeonggido,Yongin-si,1
South Korea,Gyeongsangbukdo,Andong-si,2
South Korea,Gyeongsangbukdo,Mungyeong-si,1
South Korea,Gyeongsangnamdo,Changwon-si,1
South Korea,Gyeongsangnamdo,Namhae-gun,1
South Korea,Gyeongsangnamdo,Tongyeong-si,1
South Korea,Incheon,Jung-gu,1
South Korea,Incheon,Yeonsu-gu,1
South Korea,Jejudo,Seogwipo-si,2
South Korea,Jejudo,Jeju-si,1
South Korea,Jeollabukdo,Jeonju-si,2
South Korea,Jeollabukdo,Jangsu-gun,1
South Korea,Jeollanamdo,Suncheon-si,1
South Korea,Seoul,Mapo-gu,3
South Korea,Seoul,Yongsan-gu,2
South Korea,Seoul,Gangnam-gu,1
South Korea,Seoul,Gwangjin-gu,1
South Korea,Seoul,Jongno-gu,1
South Korea,Seoul,Jung-gu,1
South Korea,Seoul,Seocho-gu,1
South Korea,Seoul,Seodaemun-gu,1
South Korea,Seoul,Seongdong-gu,1
South Korea,Seoul,Songpa-gu,1
South Korea,Seoul,Yeongdeungpo-gu,1
Sweden,Blekinge,Karlskrona,4
Sweden,Blekinge,Karlshamn,1
Sweden,Blekinge,Nättraby,1
Sweden,Halland,Halmstad,2
Sweden,Halland,Varberg,1
Sweden,Halland,Veddige,1
Ukraine,Dnipropetrovsk Oblast,Dnipro,1
United States,Alabama,Birmingham,10
United States,Alabama,Huntsville,9
United States,Alabama,Mobile,5
United States,Alabama,Madison,3
United States,Alabama,Tuscaloosa,3
United States,Alabama,Florence,2
United States,Alabama,Jasper,2
United States,Alabama,Montgomery,2
United States,Alabama,Trussville,2
United States,Alabama,Alabaster,1
United States,Alabama,Anniston,1
United States,Alabama,Cullman,1
United States,Alabama,Decatur,1
United States,Alabama,Dothan,1
United States,Alabama,Fairhope,1
United States,Alabama,Gadsden,1
United States,Alabama,Gulf Shores,1
United States,Alabama,Guntersville,1
United States,Alabama,Helena,1
United States,Alabama,Opelika,1
United States,Alabama,Phenix City,1
United States,Alabama,Section,1
United States,Alabama,Spanish Fort,1
United States,Alaska,Anchorage,17
United States,Alaska,Fairbanks,4
United States,Alaska,Juneau,4
United States,Alaska,Ketchikan,3
United States,Alaska,Palmer,3
United States,Alaska,Wasilla,3
United States,Alaska,Eagle River,2
United States,Alaska,Homer,2
United States,Alaska,Kodiak,2
United States,Alaska,Sitka,2
United States,Alaska,Skagway,2
United States,Alaska,Soldotna,2
United States,Alaska,Valdez,2
United States,Alaska,Big Lake,1
United States,Alaska,Cooper Landing,1
United States,Alaska,Cordova,1
United States,Alaska,Gakona,1
United States,Alaska,Girdwood,1
United States,Alaska,Haines,1
United States,Alaska,Healy,1
United States,Alaska,Hoonah,1
United States,Alaska,Kenai,1
United States,Alaska,Nenana,1
United States,Alaska,Seward,1
United States,Alaska,Talkeetna,1
United States,Arizona,Tucson,19
United States,Arizona,Phoenix,18
United States,Arizona,Scottsdale,11
United States,Arizona,Flagstaff,9
United States,Arizona,Tempe,9
United States,Arizona,Chandler,6
United States,Arizona,Gilbert,5
United States,Arizona,Mesa,5
United States,Arizona,Prescott,5
United States,Arizona,Glendale,4
United States,Arizona,Peoria,4
United States,Arizona,Lake Havasu City,3
United States,Arizona,Sedona,3
United States,Arizona,Bisbee,2
United States,Arizona,Kingman,2
United States,Arizona,Williams,2
United States,Arizona,Avondale,1
United States,Arizona,Camp Verde,1
United States,Arizona,Chino Valley,1
United States,Arizona,Colorado City,1
United States,Arizona,Cottonwood,1
United States,Arizona,Elgin,1
United States,Arizona,Goodyear,1
United States,Arizona,Lakeside,1
United States,Arizona,Marana,1
United States,Arizona,Pine,1
United States,Arizona,Prescott Valley,1
United States,Arizona,Queen Creek,1
United States,Arizona,Show Low,1
United States,Arizona,Skull Valley,1
United States,Arizona,Sonoita,1
United States,Arizona,Surprise,1
United States,Arizona,Tombstone,1
United States,Arizona,Yuma,1
United States,Arkansas,Little Rock,10
United States,Arkansas,Fayetteville,8
United States,Arkansas,Rogers,5
United States,Arkansas,Bentonville,2
United States,Arkansas,Hot Springs National Park,2
United States,Arkansas,North Little Rock,2
United States,Arkansas,Springdale,2
United States,Arkansas,Amity,1
United States,Arkansas,Big Flat,1
United States,Arkansas,Bonnerdale,1
United States,Arkansas,Eureka Springs,1
United States,Arkansas,Fort Smith,1
United States,Arkansas,Harrison,1
United States,Arkansas,Hot Springs,1
United States,Arkansas,Lowell,1
United States,Arkansas,Mountain Home,1
United States,Arkansas,Norfork,1
United States,Arkansas,Paragould,1
United States,Arkansas,Paris,1
United States,Arkansas,fayetteville,1
United States,Arkansas,rogers,1
United States,California,San Diego,91
United States,California,San Francisco,39
United States,California,Los Angeles,25
United States,California,Sacramento,21
United States,California,Anaheim,18
United States,California,Oakland,17
United States,California,Vista,16
United States,California,San Jose,15
United States,California,Santa Rosa,15
United States,California,Torrance,12
United States,California,Carlsbad,11
United States,California,Long Beach,11
United States,California,Oceanside,11
United States,California,Napa,10
United States,California,Riverside,10
United States,California,San Luis Obispo,10
United States,California,Santa Cruz,10
United States,California,Fresno,8
United States,California,Ventura,8
United States,California,Berkeley,7
United States,California,Livermore,7
United States,California,San Marcos,7
United States,California,Santa Barbara,7
United States,California,South Lake Tahoe,7
United States,California,Temecula,7
United States,California,Auburn,6
United States,California,Paso Robles,6
United States,California,Burbank,5
United States,California,Chula Vista,5
United States,California,Clovis,5
United States,California,Corona,5
United States,California,Escondido,5
United States,California,Eureka,5
United States,California,Fairfield,5
United States,California,Pasadena,5
United States,California,Rancho Cucamonga,5
United States,California,Santa Ana,5
United States,California,Bakersfield,4
United States,California,Carpinteria,4
United States,California,Chico,4
United States,California,Costa Mesa,4
